runtime,solution cost,initial solution cost,min f value,root g value,iterations,group size,runtime of initial solution,area under curve,preprocessing runtime,solver name,instance name
2.0013,2900,2900,2900,2900,342,5,0.00933087,0,0.056481,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0001,3205,3208,3203,3203,351,4.99143,0.00642071,4.09721,0.0571496,LNS(EECBS;PP),lns_agents_fileNamespaceagents50height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00168,3936,3937,3936,3936,270,4.98885,0.0105882,0.00366127,0.067463,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00316,4055,4057,4055,4055,265,4.96591,0.0125596,0.0441333,0.0712072,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00124,4021,4022,4019,4019,306,4.78361,0.01762,3.99395,0.0691356,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00033,4442,4442,4441,4441,420,4.50358,0.00870857,1.99129,0.0686087,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00288,4314,4317,4314,4314,279,4.89209,0.0131568,2.61996,0.070555,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00283,3794,3794,3793,3793,435,4.3318,0.00893724,1.99106,0.0700582,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.0002,3803,3803,3803,3803,267,5,0.00748023,0,0.0687317,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00054,4236,4238,4236,4236,281,4.98929,0.00928591,0.0470188,0.0676793,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00214,4174,4174,4174,4174,264,5,0.014972,0,0.0687401,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00323,4086,4089,4086,4086,267,4.95489,0.0124807,0.117101,0.0683621,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00315,4016,4016,4016,4016,267,5,0.020439,0,0.0708444,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00388,3955,3955,3955,3955,269,5,0.00908518,0,0.0682423,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00246,4794,4794,4794,4794,261,5,0.0151136,0,0.068583,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00241,4101,4101,4101,4101,265,5,0.0122168,0,0.0684201,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00138,3853,3855,3853,3853,275,4.98905,0.0200505,0.00758077,0.0694689,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00301,3998,3998,3998,3998,265,5,0.00816918,0,0.0683426,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00632,3990,3992,3990,3990,263,4.98855,0.0123308,0.0160894,0.0700927,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00198,4036,4036,4036,4036,270,5,0.0108272,0,0.0680948,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00243,3931,3932,3930,3930,424,4.25532,0.0115953,2.02266,0.0689218,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00558,3582,3583,3582,3580,256,4.98824,0.0152473,3.97674,0.0682561,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00326,3664,3667,3664,3664,275,4.9927,0.0115888,1.12387,0.0700808,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00095,4102,4102,4102,4102,277,5,0.00979274,0,0.069876,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00089,4078,4078,4078,4078,276,5,0.0166296,0,0.0685374,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00048,3900,3903,3898,3898,448,4.09172,0.018991,4.1584,0.0683299,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00354,3571,3571,3570,3570,432,4.39907,0.0115617,1.98844,0.0674738,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00046,4134,4134,4132,4130,409,4.22304,0.0183924,7.92643,0.0694127,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00201,3872,3873,3872,3872,259,4.98837,0.0137964,0.0118298,0.0697482,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00211,3818,3818,3815,3815,404,4.38462,0.0145742,5.95628,0.0698017,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00163,3946,3947,3943,3941,381,4.33158,0.0157647,9.97163,0.0694349,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
2.00121,4025,4028,4025,4025,285,4.89437,0.00885199,0.35059,0.0686613,LNS(EECBS;PP),lns_agents_fileNamespaceagents60height100memory_limit16obs_density0.05timeout2trials30width100.agents
